,creator,duration,id,labels,ladder,title,views
13182,,181.0,TtIohPxKzQ8,"[39, 50, 65]","[{'160 - 256x144 (144p)': 88.695}, {'133 - 426x240 (240p)': 160.908}, {'134 - 640x360 (360p)': 407.803}, {'135 - 854x480 (480p)': 766.059}, {'136 - 1280x720 (720p)': 1363.563}, {'137 - 1920x1080 (1080p)': 2479.027}, {'18 - 640x360 (medium)': 578.938}, {'22 - 1280x720 (hd720)': 1050.568}]","Обсуждаем стрижки и укладки от кутюр New posh: ""russian aristocrate"" hair style",8597.0
14108,,181.0,RVO6WfCBwZI,[1102],"[{'160 - 256x144 (144p)': 118.096}, {'133 - 426x240 (240p)': 310.211}, {'134 - 640x360 (360p)': 609.456}, {'135 - 854x480 (480p)': 1143.84}, {'136 - 1280x720 (720p)': 2209.244}, {'137 - 1920x1080 (1080p)': 4181.448}, {'18 - 640x360 (medium)': 630.305}, {'22 - 1280x720 (hd720)': 1738.603}]",Operation Elephant Relocation,6387.0
16140,,181.0,wu5OVtx-BQo,"[26, 130, 435]","[{'160 - 256x144 (144p)': 117.13}, {'133 - 426x240 (240p)': 256.564}, {'134 - 640x360 (360p)': 263.397}, {'135 - 854x480 (480p)': 637.926}, {'136 - 1280x720 (720p)': 1261.285}, {'137 - 1920x1080 (1080p)': 2365.161}, {'18 - 640x360 (medium)': 373.911}, {'22 - 1280x720 (hd720)': 1294.506}]","LEGO Cuusoo Ghostbusters 30th Anniversary Project Reaches 10,000 - BrickQueen",25630.0
17237,,181.0,mCi3_AI9SdQ,"[0, 1, 35, 136, 230, 1023]","[{'160 - 256x144 (144p)': 112.024}, {'133 - 426x240 (240p)': 291.74}, {'134 - 640x360 (360p)': 636.299}, {'135 - 854x480 (480p)': 1205.485}, {'136 - 1280x720 (720p)': 2420.971}, {'137 - 1920x1080 (1080p)': 4405.993}, {'18 - 640x360 (medium)': 602.452}, {'22 - 1280x720 (hd720)': 1505.065}]",CARS 2 MCQUEEN CAR TEST FULL HD 1080P GTA IV,28770.0
17698,,181.0,CM9sK_7wi-I,"[148, 271, 1273]","[{'160 - 256x144 (144p)': 117.994}, {'133 - 426x240 (240p)': 283.997}, {'134 - 640x360 (360p)': 612.139}, {'135 - 854x480 (480p)': 1115.538}, {'136 - 1280x720 (720p)': 2219.418}, {'137 - 1920x1080 (1080p)': 4227.228}, {'18 - 640x360 (medium)': 703.016}, {'22 - 1280x720 (hd720)': 2099.177}]",Only Predator Eyes Test on Youtube,5987.0
17965,,181.0,7X5mMMeNn90,"[18, 43, 59]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 607.763}, {'135 - 640x480 (DASH video)': 1155.0}, {'136 - 960x720 (DASH video)': 2310.0}, {'137 - 1440x1080 (DASH video)': 4331.25}, {'18 - 480x360 (medium)': 405.393}, {'22 - 960x720 (hd720)': 1501.589}]",2013沙巴釣魚,19222.0
18364,,181.0,SnZJATS3e-8,[14],"[{'160 - 256x144 (144p)': 110.545}, {'133 - 426x240 (240p)': 252.366}, {'134 - 640x360 (360p)': 612.275}, {'135 - 854x480 (480p)': 1143.888}, {'136 - 1280x720 (720p)': 2219.64}, {'137 - 1920x1080 (1080p)': 4203.299}, {'18 - 640x360 (medium)': 734.258}]","RAMAJ - ""Right Now Its Mine"" (Official Music Video)",8696.0
18573,,181.0,mdjtopBrfGY,[14],"[{'160 - 256x144 (144p)': 113.33}, {'133 - 426x240 (240p)': 248.112}, {'134 - 640x360 (360p)': 606.784}, {'135 - 854x480 (480p)': 1120.376}, {'136 - 1280x720 (720p)': 1923.001}, {'137 - 1920x1080 (1080p)': 3275.914}, {'18 - 640x360 (medium)': 585.703}]","Jason Derulo - ""Talk Dirty"" (MattyBRaps & Chloe Channell Cover)",53266167.0
18616,Green Day,181.0,YCu1NKTFAk8,"[5, 16, 244, 292]","[{'160 - 256x144 (144p)': 112.685}, {'133 - 426x240 (240p)': 246.698}, {'134 - 640x360 (360p)': 258.098}, {'135 - 854x480 (480p)': 544.262}, {'136 - 1280x720 (720p)': 1059.828}, {'137 - 1920x1080 (1080p)': 1921.265}, {'18 - 640x360 (medium)': 359.119}, {'22 - 1280x720 (hd720)': 571.724}]",My Little Pony:Pony Creator,35221.0
20804,,181.0,xytmKw0cHSs,"[26, 466]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 480.825}, {'135 - 640x480 (DASH video)': 1155.0}, {'136 - 960x720 (DASH video)': 2310.0}, {'137 - 1440x1080 (DASH video)': 3283.811}, {'18 - 480x360 (medium)': 641.414}, {'22 - 960x720 (hd720)': 2521.604}]",My new Littlest pet shops,1399.0
22189,,181.0,HwqEJ2ZdkBk,"[428, 825]","[{'160 - 256x144 (144p)': 110.548}, {'133 - 426x240 (240p)': 249.526}, {'134 - 640x360 (360p)': 604.923}, {'135 - 854x480 (480p)': 1120.807}, {'136 - 1280x720 (720p)': 2213.076}, {'137 - 1920x1080 (1080p)': 4130.167}, {'18 - 640x360 (medium)': 698.96}, {'22 - 1280x720 (hd720)': 3.708}]",Namiot MUWANG II Fjord Nansen,28390.0
22203,L'One,181.0,X63tP__twZQ,"[2, 7]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 544.455}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 470.355}, {'22 - 1280x720 (hd720)': 1687.026}]",AMBA1502,1132.0
23013,,181.0,00f5rzbREN8,"[3, 4]","[{'160 - 256x144 (144p)': 111.54}, {'133 - 426x240 (240p)': 250.085}, {'134 - 640x360 (360p)': 582.779}, {'135 - 854x480 (480p)': 1103.797}, {'136 - 1280x720 (720p)': 2219.508}, {'137 - 1920x1080 (1080p)': 4172.38}, {'264 - 1920x1080 (1080p)': 6613.554}, {'18 - 640x360 (medium)': 620.565}]",LE MYSTERE DES ROSES NOIRS!!!!!LES JEUNES CREATEURS DE L ECOLE MOZART  LES ROSES NOIR ET L ESPOIR,8848.0
24298,,181.0,iEMqEnENA08,"[21, 23, 24]","[{'160 - 256x144 (144p)': 121.651}, {'134 - 640x360 (360p)': 255.198}, {'133 - 426x240 (240p)': 341.878}, {'135 - 854x480 (480p)': 568.497}, {'136 - 1280x720 (720p)': 1156.827}, {'137 - 1920x1080 (1080p)': 2055.566}, {'18 - 640x360 (medium)': 308.545}, {'22 - 1280x720 (hd720)': 795.01}]",How to Reset Micromax Canvas Turbo to Factory Settings,38409.0
25957,,181.0,_5XmJCawHy4,"[8, 414]","[{'160 - 256x144 (144p)': 115.846}, {'133 - 426x240 (240p)': 251.425}, {'134 - 640x360 (360p)': 382.067}, {'135 - 854x480 (480p)': 708.721}, {'136 - 1280x720 (720p)': 1277.768}, {'137 - 1920x1080 (1080p)': 2331.057}, {'18 - 640x360 (medium)': 397.642}, {'22 - 1280x720 (hd720)': 1094.887}]",CIRCO CONTEMPORÁNEO FRANCÉS | ACROBATES,7182.0
27390,,181.0,VxbC4Ex4Yo4,"[11, 20, 22, 29, 32]","[{'160 - 256x144 (144p)': 77.556}, {'133 - 426x240 (240p)': 139.426}, {'134 - 640x360 (360p)': 337.321}, {'135 - 854x480 (480p)': 651.083}, {'136 - 1280x720 (720p)': 1220.368}, {'137 - 1920x1080 (1080p)': 2381.926}, {'18 - 640x360 (medium)': 514.035}, {'22 - 1280x720 (hd720)': 904.318}]",Como fazer Ovo Mexido,1190547.0
27878,,181.0,KCzFQBkIIh0,[61],"[{'134 - 640x360 (DASH video)': 58.991}, {'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 133.898}]",Montagem - Sentadalidade das Louquinhas (DJ DN de Caxias) Lançamento 2015,2835.0
28560,The LaFontaines,181.0,_ShLsz7eyqQ,"[3, 6, 429]","[{'160 - 256x144 (144p)': 112.45}, {'133 - 426x240 (240p)': 266.14}, {'134 - 640x360 (360p)': 609.035}, {'135 - 854x480 (480p)': 1116.053}, {'136 - 1280x720 (720p)': 2220.905}, {'137 - 1920x1080 (1080p)': 4172.214}, {'18 - 640x360 (medium)': 615.254}, {'22 - 1280x720 (hd720)': 4.307}]",Bradford University Freshers 2014,3972.0
29514,,181.0,fbVPhIQhdmc,"[0, 1, 5, 25, 105, 203, 234, 358, 467, 510, 678]","[{'160 - 256x144 (144p)': 110.342}, {'133 - 426x240 (240p)': 247.999}, {'134 - 640x360 (360p)': 614.563}, {'135 - 854x480 (480p)': 1124.421}, {'136 - 1280x720 (720p)': 2218.066}, {'137 - 1920x1080 (1080p)': 4162.995}, {'18 - 640x360 (medium)': 705.47}, {'22 - 1280x720 (hd720)': 1861.564}]",Super Smash Bros. for Nintendo 3DS - Tráiler de lanzamiento,123927.0
29653,,181.0,bDQ_giTX8SM,"[2, 26, 75, 208, 1134, 1205]","[{'160 - 256x144 (144p)': 110.364}, {'133 - 426x240 (240p)': 247.803}, {'134 - 640x360 (360p)': 619.31}, {'135 - 854x480 (480p)': 1159.789}, {'136 - 1280x720 (720p)': 2312.893}, {'298 - 1280x720 (720p50)': 3389.306}, {'137 - 1920x1080 (1080p)': 4247.02}, {'299 - 1920x1080 (1080p50)': 5560.446}, {'18 - 640x360 (medium)': 732.846}, {'22 - 1280x720 (hd720)': 3.641}]",Машинки грузовички для детей - Самосвал Экскаватор Бульдозер. Мультики для самых маленьких,675397.0
30006,,181.0,lz-rkgD6wfg,[8],"[{'160 - 256x144 (144p)': 111.074}, {'133 - 426x240 (240p)': 247.912}, {'134 - 640x360 (360p)': 608.811}, {'135 - 854x480 (480p)': 1119.624}, {'136 - 1280x720 (720p)': 2220.165}, {'137 - 1920x1080 (1080p)': 4311.856}, {'18 - 640x360 (medium)': 720.993}, {'22 - 1280x720 (hd720)': 3.862}]",Hf cheerleading 2013-2014,2189.0
30725,,181.0,TKa2i-0TAbc,"[1, 19, 48, 177, 3470]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 627.703}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'298 - 1280x720 (DASH video)': 3358.386}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'299 - 1920x1080 (DASH video)': 5563.733}, {'18 - 640x360 (medium)': 733.565}, {'22 - 1280x720 (hd720)': 3194.705}]",Project CARS - PC - Ultra - 1080p/60fps - Dégats sur Laguna Seca,1807.0
31562,,181.0,_QBPYPxDGAk,"[2, 45, 51, 56, 77, 137, 212]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 617.51}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 704.525}, {'22 - 1280x720 (hd720)': 2707.375}]",Shore Line East: Eastbound Train at Branford RR [P40DC #842],2921.0
32049,,181.0,YiIGQWgyry0,"[8, 807]","[{'160 - 254x144 (DASH video)': 108.0}, {'133 - 424x240 (DASH video)': 242.0}, {'134 - 636x360 (DASH video)': 605.866}, {'135 - 848x480 (DASH video)': 1155.0}, {'136 - 1270x720 (DASH video)': 2310.0}, {'137 - 1906x1080 (DASH video)': 4331.25}, {'18 - 636x360 (medium)': 735.315}]",Barswingona 2013 - Sunday Night Show - Big Apple,2299.0
32864,,181.0,ERNI5LdI75k,"[11, 20, 22, 211, 3549]","[{'160 - 256x144 (144p)': 113.922}, {'133 - 426x240 (240p)': 249.43}, {'134 - 640x360 (360p)': 614.308}, {'135 - 854x480 (480p)': 1124.16}, {'136 - 1280x720 (720p)': 2244.923}, {'137 - 1920x1080 (1080p)': 4152.121}, {'18 - 640x360 (medium)': 673.108}, {'22 - 1280x720 (hd720)': 1803.436}]",Mandelkage m  hindbær og hvid chokolade,9443.0
33431,,181.0,Vqn0_LYXmLo,"[11, 20, 22, 29, 173, 477, 528, 560, 892, 1254]","[{'160 - 256x144 (144p)': 110.891}, {'133 - 426x240 (240p)': 250.698}, {'134 - 640x360 (360p)': 606.548}, {'135 - 854x480 (480p)': 1109.948}, {'136 - 1280x720 (720p)': 2224.359}, {'137 - 1920x1080 (1080p)': 4163.238}, {'18 - 640x360 (medium)': 738.467}, {'22 - 1280x720 (hd720)': 2115.504}]",Competing for the Perfect Cowboy Steak,18234.0
36813,,181.0,XppjqNAQjjk,"[2, 30, 55, 408]","[{'160 - 256x144 (144p)': 110.685}, {'133 - 426x240 (240p)': 246.98}, {'134 - 640x360 (360p)': 617.504}, {'135 - 854x480 (480p)': 1130.164}, {'136 - 1280x720 (720p)': 2250.848}, {'137 - 1920x1080 (1080p)': 4191.856}, {'18 - 640x360 (medium)': 714.112}, {'22 - 1280x720 (hd720)': 2312.189}]",Pientä matkakeulaa mankilla,2056.0
302,,182.0,fowpDKyPz8o,"[0, 1]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 608.994}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'298 - 1280x720 (DASH video)': 3311.723}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'299 - 1920x1080 (DASH video)': 5519.253}, {'18 - 640x360 (medium)': 669.802}, {'22 - 1280x720 (hd720)': 2499.873}]","Thank YOU! 80,000 subs & AK RANK!",1578.0
705,,182.0,30X7JbnPyUg,"[69, 1220, 2027]","[{'160 - 256x144 (144p)': 133.948}, {'133 - 426x240 (240p)': 268.138}, {'134 - 640x360 (360p)': 562.075}, {'135 - 854x480 (480p)': 986.665}, {'136 - 1280x720 (720p)': 1689.071}, {'137 - 1920x1080 (1080p)': 2840.921}, {'18 - 640x360 (medium)': 423.238}, {'22 - 1280x720 (hd720)': 1350.754}]",Injustice: Gods Among Us - Bane (XNALara),1598.0
1768,Kalado,182.0,a9053s3scqM,[14],"[{'160 - 256x144 (144p)': 112.975}, {'133 - 426x240 (240p)': 255.899}, {'134 - 640x360 (360p)': 605.086}, {'135 - 854x480 (480p)': 1123.486}, {'136 - 1280x720 (720p)': 2242.974}, {'137 - 1920x1080 (1080p)': 4168.634}, {'18 - 640x360 (medium)': 708.288}]",Kanelle - Envoûtée (Street clip),4949.0
2173,,182.0,BslYSYY4JmU,[611],"[{'160 - 256x144 (144p)': 115.799}, {'133 - 426x240 (240p)': 252.767}, {'134 - 640x360 (360p)': 523.726}, {'135 - 854x480 (480p)': 1038.615}, {'136 - 1280x720 (720p)': 1890.745}, {'137 - 1920x1080 (1080p)': 3745.633}, {'18 - 640x360 (medium)': 561.653}, {'22 - 1280x720 (hd720)': 3.851}]",Gabriel Goffi cai em 12º no Evento #46 da WSOP 2015,9541.0
3583,,182.0,6rS7cPGYGAY,"[5, 16, 25]","[{'160 - 256x144 (144p)': 115.292}, {'133 - 426x240 (240p)': 247.402}, {'134 - 640x360 (360p)': 607.849}, {'135 - 854x480 (480p)': 1162.852}, {'136 - 1280x720 (720p)': 2061.484}, {'137 - 1920x1080 (1080p)': 3468.001}, {'18 - 640x360 (medium)': 514.41}, {'22 - 1280x720 (hd720)': 1072.624}]",Despicable Me 2 - Gru's Greatest Fear [HD],357502.0
7174,,182.0,2_hZBsaL1HI,"[2, 7, 399, 415, 458, 2808]","[{'160 - 256x144 (144p)': 113.881}, {'133 - 426x240 (240p)': 247.932}, {'134 - 640x360 (360p)': 606.454}, {'135 - 854x480 (480p)': 1110.302}, {'136 - 1280x720 (720p)': 2213.463}, {'137 - 1920x1080 (1080p)': 4267.27}, {'18 - 640x360 (medium)': 617.161}, {'22 - 1280x720 (hd720)': 1979.331}]",1965 Oldsmobile Cutlass 442 Convertible,5958.0
7235,,182.0,9cJbht_vAPI,"[15, 18, 26, 67, 170, 782]","[{'160 - 256x144 (144p)': 110.856}, {'133 - 426x240 (240p)': 247.709}, {'134 - 640x360 (360p)': 338.196}, {'135 - 854x480 (480p)': 680.407}, {'136 - 1280x720 (720p)': 1284.084}, {'137 - 1920x1080 (1080p)': 2280.115}, {'18 - 640x360 (medium)': 524.27}, {'22 - 1280x720 (hd720)': 4.429}]",This Cat is NED - EP21 – The Promise,116204.0
10894,,182.0,rkwJUkhGrE8,[284],"[{'160 - 256x144 (144p)': 111.416}, {'133 - 426x240 (240p)': 248.324}, {'134 - 640x360 (360p)': 620.203}, {'135 - 854x480 (480p)': 1117.936}, {'136 - 1280x720 (720p)': 2242.803}, {'137 - 1920x1080 (1080p)': 4195.406}, {'18 - 640x360 (medium)': 740.85}, {'22 - 1280x720 (hd720)': 4.164}]",GoPro Killer SJ4000 HD - Ke Krabi Ke Kome?,1446.0
10946,KDrew,182.0,nvwvfnhRZo0,"[0, 1, 27, 1600]","[{'160 - 256x144 (144p)': 111.221}, {'133 - 426x240 (240p)': 257.607}, {'134 - 640x360 (360p)': 532.472}, {'135 - 854x480 (480p)': 1103.926}, {'136 - 1280x720 (720p)': 2222.892}, {'137 - 1920x1080 (1080p)': 4157.904}, {'18 - 640x360 (medium)': 533.222}, {'22 - 1280x720 (hd720)': 3.952}]",MISIL AUTOMÁTICO | Minecraft 1.8 (y 1.8.1) | Redstone,10793.0
14206,,182.0,YkwpdgXrgTA,"[39, 121, 156, 207, 338, 529, 1086]","[{'160 - 256x144 (144p)': 110.93}, {'133 - 426x240 (240p)': 247.916}, {'134 - 640x360 (360p)': 552.701}, {'135 - 854x480 (480p)': 1048.027}, {'136 - 1280x720 (720p)': 1941.65}, {'137 - 1920x1080 (1080p)': 3937.091}, {'18 - 640x360 (medium)': 534.399}, {'22 - 1280x720 (hd720)': 1279.017}]",EASY NYE Makeup Tutorial + Makeup Removal,13432.0
17860,,182.0,T5WLdofflKs,"[5, 16]","[{'160 - 256x144 (144p)': 113.288}, {'133 - 426x240 (240p)': 275.513}, {'134 - 640x360 (360p)': 577.657}, {'135 - 854x480 (480p)': 1103.37}, {'136 - 1280x720 (720p)': 2161.163}, {'298 - 1280x720 (720p60)': 3302.721}, {'137 - 1920x1080 (1080p)': 4124.919}, {'299 - 1920x1080 (1080p60)': 5514.212}, {'18 - 640x360 (medium)': 549.985}, {'22 - 1280x720 (hd720)': 1234.891}]",Learning Colors with Manthano.,103474.0
19140,,182.0,yUtYuvqo5Gg,"[2, 218]","[{'160 - 256x144 (144p)': 122.762}, {'133 - 426x240 (240p)': 249.451}, {'134 - 640x360 (360p)': 494.149}, {'135 - 854x480 (480p)': 1029.832}, {'136 - 1280x720 (720p)': 1383.485}, {'137 - 1920x1080 (1080p)': 2696.917}, {'18 - 640x360 (medium)': 529.081}, {'22 - 1280x720 (hd720)': 1157.448}]",The Ultimate Korean Bus Stop Sign,35533.0
19439,,182.0,5AOTw1XasKg,"[2, 64, 149]","[{'160 - 144x144 (144p)': 121.111}, {'133 - 240x240 (240p)': 279.746}, {'134 - 360x360 (360p)': 484.231}, {'135 - 480x480 (480p)': 1102.613}, {'136 - 720x720 (720p)': 2201.653}, {'137 - 1080x1080 (1080p)': 4127.339}, {'18 - 480x360 (medium)': 564.379}, {'22 - 720x720 (hd720)': 1456.793}]","HPI Baja 5B SS jumping, crash and speed",1573.0
21739,,182.0,ZCkAEPHY0wg,"[3, 4, 13]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 525.847}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 738.929}]",El Árbol - Banda La Joya De Mascota Jal,4165.0
23285,,182.0,7eB4YQnEquA,[643],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 287.924}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 413.041}, {'22 - 1280x720 (hd720)': 1588.918}]",Buy Trade Sell Deathrite Shaman MTG Finance,1500.0
23798,,182.0,uvemFYvgggE,"[2, 7, 158]","[{'160 - 192x144 (144p)': 109.388}, {'133 - 320x240 (240p)': 246.585}, {'134 - 480x360 (360p)': 522.302}, {'135 - 640x480 (480p)': 1104.502}, {'136 - 960x720 (720p)': 2051.636}, {'137 - 1440x1080 (1080p)': 4129.275}, {'18 - 480x360 (medium)': 468.664}, {'22 - 960x720 (hd720)': 4.049}]",Greentech Full HD Araç Kamerası (GT-CA11),1761.0
23799,,182.0,uvemFYvgggE,"[5, 41]","[{'160 - 192x144 (144p)': 109.388}, {'133 - 320x240 (240p)': 246.585}, {'134 - 480x360 (360p)': 522.302}, {'135 - 640x480 (480p)': 1104.502}, {'136 - 960x720 (720p)': 2051.636}, {'137 - 1440x1080 (1080p)': 4129.275}, {'18 - 480x360 (medium)': 468.664}, {'22 - 960x720 (hd720)': 4.049}]",Greentech Full HD Araç Kamerası (GT-CA11),1761.0
23800,,182.0,uvemFYvgggE,"[0, 1, 339]","[{'160 - 192x144 (144p)': 109.388}, {'133 - 320x240 (240p)': 246.585}, {'134 - 480x360 (360p)': 522.302}, {'135 - 640x480 (480p)': 1104.502}, {'136 - 960x720 (720p)': 2051.636}, {'137 - 1440x1080 (1080p)': 4129.275}, {'18 - 480x360 (medium)': 468.664}, {'22 - 960x720 (hd720)': 4.049}]",Greentech Full HD Araç Kamerası (GT-CA11),1761.0
24958,,182.0,CfkNtF74y2Y,[2308],"[{'160 - 256x144 (144p)': 120.351}, {'134 - 640x360 (360p)': 206.905}, {'133 - 426x240 (240p)': 238.955}, {'135 - 854x480 (480p)': 457.118}, {'136 - 1280x720 (720p)': 966.457}, {'137 - 1920x1080 (1080p)': 1772.2}, {'18 - 640x360 (medium)': 303.316}]",DaveWayne - Money & Fame (Before The Fame),2321.0
24969,Cheryl Cole,182.0,jsYIsSDgjTY,[8],"[{'160 - 256x144 (144p)': 113.503}, {'133 - 426x240 (240p)': 246.403}, {'134 - 640x360 (360p)': 444.548}, {'135 - 854x480 (480p)': 826.732}, {'136 - 1280x720 (720p)': 1539.201}, {'137 - 1920x1080 (1080p)': 3639.221}, {'264 - 1920x1080 (1080p)': 4012.149}, {'18 - 480x272 (small)': 471.188}, {'22 - 1280x720 (hd720)': 1375.846}]",Bungee Assisted Dance & Vertical Wall Training 13/10/2010 @ Wired Aerial Theatre,1625.0
24976,,182.0,uO1nTfWXM3k,"[17, 128]","[{'160 - 256x144 (144p)': 111.665}, {'133 - 426x240 (240p)': 249.245}, {'134 - 640x360 (360p)': 503.675}, {'135 - 854x480 (480p)': 1096.208}, {'136 - 1280x720 (720p)': 2211.92}, {'137 - 1920x1080 (1080p)': 4211.762}, {'18 - 640x360 (medium)': 560.444}, {'22 - 1280x720 (hd720)': 1599.56}]",II этап Winter Drift Battle 2015 Красное кольцо_СупеФИНАЛ_Дамир Идиятулин vs Аркадий Цареградцев,2418.0
25367,,182.0,w_2VofmBq6s,"[246, 658, 3764]","[{'160 - 256x144 (144p)': 120.284}, {'133 - 426x240 (240p)': 258.458}, {'134 - 640x360 (360p)': 433.216}, {'135 - 854x480 (480p)': 881.798}, {'136 - 1280x720 (720p)': 1487.859}, {'137 - 1920x1080 (1080p)': 3030.312}, {'18 - 640x360 (medium)': 526.371}, {'22 - 1280x720 (hd720)': 1216.561}]",Unboxing Toshiba 3D TV,26481.0
26806,,182.0,OX1lW0Y-rCM,"[419, 1393]","[{'160 - 256x144 (144p)': 110.939}, {'133 - 426x240 (240p)': 248.696}, {'134 - 640x360 (360p)': 628.195}, {'135 - 854x480 (480p)': 1147.17}, {'136 - 1280x720 (720p)': 2297.825}, {'137 - 1920x1080 (1080p)': 4282.487}, {'18 - 640x360 (medium)': 710.915}, {'22 - 1280x720 (hd720)': 2101.308}]",Telaga Waja River Rafting - Class 4 - Bali Indonesia,25649.0
27457,,182.0,S8Gh1LkPFs8,"[5, 16, 593]","[{'160 - 256x144 (144p)': 61.878}, {'133 - 426x240 (240p)': 111.089}, {'134 - 640x360 (360p)': 249.147}, {'135 - 854x480 (480p)': 467.642}, {'136 - 1280x720 (720p)': 869.197}, {'137 - 1920x1080 (1080p)': 2027.478}, {'18 - 640x360 (medium)': 389.869}, {'22 - 1280x720 (hd720)': 470.207}]",Coloring pages with kids' vehicles. Cars colors with dr McWheelie. A family cartoon.,1743946.0
32234,KASTA feat. Don Guralesko,182.0,Sl7Un6f-OCM,"[2, 7, 17, 128, 174, 1194, 1324]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 606.291}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 685.891}, {'22 - 1280x720 (hd720)': 2466.686}]",DRIFT GANG - TARAPAT - Zimową porą,1776.0
32654,Slobodna Europa,182.0,b5DfoTm59ZA,"[3, 4, 14]","[{'160 - 256x144 (144p)': 110.484}, {'133 - 426x240 (240p)': 247.46}, {'134 - 640x360 (360p)': 619.567}, {'135 - 854x480 (480p)': 1133.545}, {'136 - 1280x720 (720p)': 2265.379}, {'298 - 1280x720 (720p50)': 3309.05}, {'137 - 1920x1080 (1080p)': 4175.576}, {'299 - 1920x1080 (1080p50)': 5523.632}, {'18 - 640x360 (medium)': 735.244}]",SLOBODNÁ EURÓPA - Vesmír (oficiálny videoklip),88886.0
33040,,182.0,ww7BAMEw0_Y,"[9, 10, 34, 970]","[{'160 - 256x144 (144p)': 121.052}, {'133 - 426x240 (240p)': 256.588}, {'134 - 640x360 (360p)': 344.569}, {'135 - 854x480 (480p)': 787.906}, {'136 - 1280x720 (720p)': 1681.577}, {'137 - 1920x1080 (1080p)': 4148.931}, {'18 - 640x360 (medium)': 418.198}]",Como Llora Una Estrella (As Weeps a Star),3455.0
34707,,182.0,zZj9fM9Do1Y,[14],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 609.866}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 661.059}]",ELIZA KANIA - ZAKRĘCIŁAM feat.Aicha  (Official Video),3682.0
34853,,182.0,V4P_wZGo9Uc,"[0, 82, 103, 696]","[{'160 - 256x144 (144p)': 115.594}, {'133 - 426x240 (240p)': 261.884}, {'134 - 640x360 (360p)': 443.962}, {'135 - 854x480 (480p)': 857.118}, {'136 - 1280x720 (720p)': 1515.09}, {'137 - 1920x1080 (1080p)': 2934.414}, {'18 - 640x360 (medium)': 494.874}, {'22 - 1280x720 (hd720)': 3.656}]",The Incredible Sport of Short Track Speed Skating,81057.0
