,creator,duration,id,labels,ladder,title,views
168,,225.0,oALNrDnQlao,[836],"[{'160 - 192x144 (144p)': 103.383}, {'133 - 320x240 (240p)': 208.834}, {'18 - 320x240 (small)': 144.627}]",Best of Aion BGM: Song of Moonlight Original.,6568.0
169,,210.0,oA-Es6T_9io,"[0, 1, 387, 898]","[{'160 - 256x144 (144p)': 110.844}, {'133 - 426x240 (240p)': 246.001}, {'134 - 640x360 (360p)': 612.056}, {'135 - 854x480 (480p)': 1109.723}, {'136 - 1280x720 (720p)': 2216.038}, {'137 - 1920x1080 (1080p)': 4129.636}, {'18 - 640x360 (medium)': 678.275}, {'22 - 1280x720 (hd720)': 1535.435}]",Destiny - AUDIO EASTER EGG FOUND!,129847.0
170,,379.0,oD1o-nnRAwk,"[2, 7]","[{'160 - 192x144 (144p)': 113.705}, {'133 - 320x240 (240p)': 256.587}, {'18 - 320x240 (small)': 348.406}]",Красная Копейка )))_mpeg4.mp4,14078.0
171,La Banda Del Tigre Ariel,310.0,Qv8Txw8R7n8,"[0, 12]","[{'160 - 256x144 (144p)': 116.127}, {'133 - 426x240 (240p)': 247.843}, {'134 - 640x360 (360p)': 608.545}, {'135 - 854x480 (480p)': 1117.036}, {'136 - 1280x720 (720p)': 2231.216}, {'18 - 640x360 (medium)': 724.021}, {'22 - 1280x720 (hd720)': 2922.338}]",* Lionel Messi - 2010/2011 Just the Best ! *,5958.0
172,,417.0,R-bMRHxFyRg,[3],"[{'160 - 256x144 (144p)': 114.556}, {'133 - 426x240 (240p)': 251.224}, {'134 - 640x360 (360p)': 645.483}, {'135 - 854x480 (480p)': 1198.289}, {'18 - 640x360 (medium)': 743.454}]","BANDA XXI  todo paso, oye traicionera / el bombon",4767.0
173,,403.0,Scz06oFOOsw,"[0, 1, 36, 94]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 487.258}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2229.324}, {'18 - 640x360 (medium)': 731.599}, {'22 - 1280x720 (hd720)': 3149.424}]",Facciamo il punto della situazione : Un mezzo ritorno ? | Nuclear w/Mp7,2147.0
174,"Kaiia, Manilla Maniacs",269.0,Sg8Km1JwqB8,"[141, 247, 255]","[{'160 - 192x144 (144p)': 110.938}, {'133 - 320x240 (240p)': 247.023}, {'134 - 480x360 (360p)': 607.745}, {'135 - 640x480 (480p)': 1109.635}, {'18 - 480x360 (medium)': 714.239}]",Round'up [Fête foraine de Commercy (55)] 2013,5107.0
175,Super8 & Tab,201.0,SksUTPknKw0,"[48, 104]","[{'160 - 256x144 (144p)': 110.91}, {'133 - 426x240 (240p)': 252.398}, {'134 - 640x360 (360p)': 610.707}, {'135 - 854x480 (480p)': 1117.379}, {'136 - 1280x720 (720p)': 2243.796}, {'298 - 1280x720 (720p60)': 3319.673}, {'18 - 640x360 (medium)': 730.845}, {'22 - 1280x720 (hd720)': 2310.588}]",RBR Chirdonhead II - NGP World Record Class RC1,2751.0
176,,261.0,P6fznrP8Bik,"[428, 769, 825]","[{'160 - 256x144 (144p)': 111.45}, {'133 - 426x240 (240p)': 247.76}, {'134 - 640x360 (360p)': 610.365}, {'135 - 854x480 (480p)': 1108.416}, {'136 - 1280x720 (720p)': 2214.331}, {'18 - 640x360 (medium)': 668.824}, {'22 - 1280x720 (hd720)': 1681.649}]",iQsport.cz | Stan Pinguin Omega 6,12024.0
177,Umami,217.0,CuEjiRyQhvc,[14],"[{'160 - 256x144 (144p)': 113.269}, {'133 - 426x240 (240p)': 248.057}, {'134 - 640x360 (360p)': 604.274}, {'18 - 480x270 (small)': 629.242}]","Umami ""Good In Colours""",2626.0
178,,431.0,Cz_wtJpbREw,"[26, 130, 526, 1833, 3337]","[{'160 - 256x144 (144p)': 113.035}, {'133 - 426x240 (240p)': 247.714}, {'134 - 640x360 (360p)': 652.412}, {'135 - 854x480 (480p)': 1204.157}, {'136 - 1280x720 (720p)': 2661.459}, {'137 - 1920x1080 (1080p)': 5014.332}, {'18 - 640x360 (medium)': 689.068}, {'22 - 1280x720 (hd720)': 1910.808}]",Outside Playground Fun and minecraft Hangers s2​​​,1067790.0
179,,254.0,sYBGZ4Hfe5o,[3],"[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 603.512}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 609.261}]",OPUS JAY 2013 WORLD TOUR - HK 22/09/2013 {Guest: Eason Chan},1951.0
180,Kate Voegele,213.0,sY9hFX39cM0,[14],"[{'160 - 256x144 (144p)': 111.877}, {'133 - 426x240 (240p)': 246.147}, {'134 - 640x360 (360p)': 636.543}, {'135 - 854x480 (480p)': 1193.057}, {'18 - 640x360 (medium)': 638.43}]",Kate Voegele - Only Fooling Myself,4044412.0
181,,450.0,sZwexwr-Njw,[2764],"[{'160 - 256x140 (144p)': 113.254}, {'133 - 426x234 (240p)': 249.06}, {'134 - 640x352 (360p)': 607.106}, {'135 - 854x468 (480p)': 1112.222}, {'18 - 640x352 (medium)': 718.727}]",Palazzo Vecchio Firenze (Florencia),7139.0
182,,130.0,wuEOc8KbvBc,"[14, 25]","[{'160 - 256x144 (144p)': 116.729}, {'133 - 426x240 (240p)': 252.462}, {'134 - 640x360 (360p)': 544.366}, {'135 - 854x480 (480p)': 1005.121}, {'136 - 1280x720 (720p)': 1970.867}, {'18 - 640x360 (medium)': 498.697}, {'22 - 1280x720 (hd720)': 1329.945}]","STRATEGIST: A level Media ""trailer"" coursework FULL TRAILER",2734.0
183,,289.0,hEUvjys-7AQ,[226],"[{'134 - 640x360 (360p)': 615.729}, {'136 - 1280x720 (720p)': 2332.869}, {'18 - 640x360 (medium)': 653.563}, {'22 - 1280x720 (hd720)': 2213.91}]",Ubaldo con Claudio Mezzadri parla di Federer- Nadal 6-3 6-0 22-11-2011,1775.0
184,,313.0,hEZ4VviWX1U,[14],"[{'160 - 256x144 (144p)': 113.62}, {'133 - 426x240 (240p)': 251.102}, {'134 - 640x360 (360p)': 622.244}, {'135 - 854x480 (480p)': 1131.223}, {'136 - 1280x720 (720p)': 2240.973}, {'18 - 640x360 (medium)': 768.578}]",Team Distant - kave Ngoma (Official Video),66059.0
185,DJ Antoine,121.0,hF_fyLs5JD4,[8],"[{'160 - 176x144 (144p)': 110.729}, {'133 - 294x240 (240p)': 247.325}, {'18 - 352x288 (small)': 469.544}]",rejony w wojsku ^^,51507.0
186,,166.0,hGbslkzxArc,"[5, 49, 919]","[{'160 - 180x144 (144p)': 112.389}, {'133 - 300x240 (240p)': 275.992}, {'134 - 450x360 (360p)': 564.557}, {'135 - 600x480 (480p)': 1102.405}, {'18 - 450x360 (medium)': 415.353}]",Toi - Versaya (clip),13157.0
187,,162.0,hHjAhkNheQc,[1445],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 364.802}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'18 - 640x360 (medium)': 261.75}, {'22 - 1280x720 (hd720)': 979.195}]",Дрифт сервер мта 1.3.5,1260.0
188,,123.0,2ad3Zyy93eM,"[1, 157, 481]","[{'134 - 540x360 (360p)': 538.062}, {'135 - 720x480 (480p)': 991.501}, {'18 - 540x360 (medium)': 742.338}]",Monster Jam World Finals Halo Reach,1053.0
189,,181.0,5umW82_MUKk,"[3, 4, 13, 31, 40, 47, 54]","[{'160 - 256x144 (144p)': 115.652}, {'133 - 426x240 (240p)': 252.339}, {'134 - 640x360 (360p)': 613.875}, {'135 - 854x480 (480p)': 1121.6}, {'18 - 480x270 (small)': 573.206}]",Confession d'un pianiste,7463.0
190,,135.0,5w-MMKlFfOA,"[6, 133]","[{'160 - 256x144 (144p)': 92.675}, {'133 - 426x240 (240p)': 177.529}, {'134 - 640x360 (360p)': 445.293}, {'135 - 854x480 (480p)': 991.36}, {'18 - 640x360 (medium)': 493.73}]",Jochem Myjer - Schaap met krijtje (De Rust Zelve),747058.0
191,,122.0,3kN5DJQICyM,"[0, 82, 103, 118]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 607.483}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'18 - 640x360 (medium)': 733.272}, {'22 - 1280x720 (hd720)': 2677.508}]",Frazer McLaren vs Brian McGrattan fight. Toronto Maple Leafs vs Calgary Flames 10/30/13 NHL Hockey.,4523.0
192,,217.0,3p_JA_BmCwU,"[3, 4]","[{'160 - 256x144 (144p)': 115.621}, {'133 - 426x240 (240p)': 260.365}, {'18 - 426x240 (small)': 374.408}]",Trapped Bruce Springsteen,2216.0
193,,319.0,3qNoFBYARqk,"[4, 13, 164, 671, 1213]","[{'160 - 180x144 (144p)': 112.478}, {'133 - 300x240 (240p)': 246.685}, {'134 - 450x360 (360p)': 604.779}, {'135 - 600x480 (480p)': 1106.884}, {'18 - 450x360 (medium)': 739.677}]",World Pipe Band Championships 2011 - SFU Pipe Band - MSR,1753.0
194,,437.0,_d64o36s1CQ,"[21, 23, 1184]","[{'160 - 256x144 (144p)': 115.005}, {'133 - 426x240 (240p)': 256.251}, {'134 - 640x360 (360p)': 612.106}, {'18 - 480x270 (small)': 647.027}]",Death Note Box set Unboxing,1239.0
195,,374.0,_eD8yg2y2D0,"[2, 7, 104, 500, 1040]","[{'160 - 176x144 (144p)': 111.914}, {'133 - 294x240 (240p)': 247.814}, {'18 - 352x288 (small)': 413.69}]",Mini Cooper S JCW having fun on Vancouver Island. #1,1192.0
196,Jonathan Nicholas Adamich,384.0,_fpQGSAQFyE,"[0, 12]","[{'160 - 256x144 (144p)': 114.013}, {'133 - 426x240 (240p)': 252.472}, {'134 - 640x360 (360p)': 616.754}, {'135 - 854x480 (480p)': 1112.671}, {'18 - 640x360 (medium)': 633.413}]",Der FCB in der Champions League 2011/2012: Der DVD-Trailer,7914.0
197,Go West,453.0,MKhhH56cTrI,"[2, 7, 165]","[{'160 - 192x144 (144p)': 114.14}, {'133 - 320x240 (240p)': 257.711}, {'134 - 480x360 (360p)': 383.445}, {'135 - 640x480 (480p)': 956.416}, {'18 - 480x360 (medium)': 475.153}]",Ford Cortina MK5,26155.0
198,Siriporn Aumpaipong; Joke So Cool (Pornpop Chanchareon),147.0,MLexYSmvknw,[654],"[{'160 - 180x144 (144p)': 112.552}, {'133 - 300x240 (240p)': 246.512}, {'134 - 450x360 (360p)': 595.392}, {'135 - 600x480 (480p)': 1128.549}, {'18 - 450x360 (medium)': 639.657}]",PointBlank TH : Barrett M82A1 : King Of Sniper | TEg:MiNDKies`,3672.0
199,,181.0,MQJQJc920pQ,"[11, 1042, 3343]","[{'160 - 256x144 (144p)': 107.858}, {'133 - 426x240 (240p)': 245.891}, {'134 - 640x360 (360p)': 368.313}, {'135 - 854x480 (480p)': 778.472}, {'136 - 1280x720 (720p)': 1693.953}, {'18 - 640x360 (medium)': 422.662}, {'22 - 1280x720 (hd720)': 1410.87}]",DIY Coconut Oil Frankincense & Myrrh Body Hydration Using  Essential Oils,8510.0
200,Calvin Harris,343.0,YivW8sIGphg,"[0, 1, 35, 85]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 616.129}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 616.336}, {'22 - 1280x720 (hd720)': 2230.985}]",Cose da fare su GTA V Parte 2,1250.0
201,,310.0,YlkP06TYApY,"[0, 52, 70, 125]","[{'160 - 256x144 (144p)': 114.934}, {'133 - 426x240 (240p)': 249.253}, {'134 - 640x360 (360p)': 622.716}, {'135 - 854x480 (480p)': 1140.288}, {'136 - 1280x720 (720p)': 2271.787}, {'18 - 640x360 (medium)': 736.584}, {'22 - 1280x720 (hd720)': 2277.112}]",Dwyane Wade 28 points vs Pacers full highlights (2012 NBA Playoffs CSF GM5),44642.0
202,The Hives,213.0,Ymii0D4jqTI,"[0, 63, 450, 2478]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 619.615}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'18 - 640x360 (medium)': 664.519}, {'22 - 1280x720 (hd720)': 2811.113}]",Madden 11 Nano from the 46 Defense,2541.0
203,,308.0,Bj38r4-KgnU,"[11, 20, 22, 211, 321, 334, 483, 2031]","[{'160 - 256x144 (144p)': 110.39}, {'133 - 426x240 (240p)': 268.941}, {'134 - 640x360 (360p)': 610.301}, {'135 - 854x480 (480p)': 1115.786}, {'136 - 1280x720 (720p)': 2212.366}, {'137 - 1920x1080 (1080p)': 4025.097}, {'18 - 640x360 (medium)': 599.475}, {'22 - 1280x720 (hd720)': 1357.312}]",Domaci hleb recept-Homemade bread recipe,85334.0
204,,433.0,0WLaRJB0EFw,"[0, 12, 336]","[{'160 - 256x144 (144p)': 117.617}, {'133 - 426x240 (240p)': 252.275}, {'134 - 640x360 (360p)': 611.696}, {'135 - 854x480 (480p)': 1125.463}, {'136 - 1280x720 (720p)': 2258.119}, {'18 - 480x270 (small)': 645.767}, {'22 - 1280x720 (hd720)': 2321.714}]",Franny WM 2010 Spiel 32: Spanien - Honduras Halbzeit 1 PES 2010 World Cup,6981.0
205,Brian Setzer,363.0,0Zxto5Qg6M8,"[8, 89]","[{'160 - 256x144 (144p)': 115.911}, {'133 - 426x240 (240p)': 247.948}, {'134 - 640x360 (360p)': 614.219}, {'135 - 854x480 (480p)': 1118.381}, {'136 - 1280x720 (720p)': 2237.915}, {'18 - 640x360 (medium)': 729.767}]",スノダン 2011/11/3 freestyle jazz,6198.0
206,Brian Setzer,363.0,0Zxto5Qg6M8,"[2, 30, 55]","[{'160 - 256x144 (144p)': 115.911}, {'133 - 426x240 (240p)': 247.948}, {'134 - 640x360 (360p)': 614.219}, {'135 - 854x480 (480p)': 1118.381}, {'136 - 1280x720 (720p)': 2237.915}, {'18 - 640x360 (medium)': 729.767}]",スノダン 2011/11/3 freestyle jazz,6198.0
207,Trans-Siberian Orchestra,209.0,AK0A5NR9ycg,"[5, 244, 292]","[{'160 - 256x144 (144p)': 114.033}, {'133 - 426x240 (240p)': 252.064}, {'134 - 640x360 (360p)': 615.331}, {'135 - 854x480 (480p)': 1111.322}, {'136 - 1280x720 (720p)': 2215.921}, {'18 - 640x360 (medium)': 689.899}, {'22 - 1280x720 (hd720)': 1830.188}]",Carol of the Equestrian Bells,8022.0
208,,142.0,AKNXfemrTh4,"[2, 56, 75, 208, 1205]","[{'160 - 256x144 (144p)': 112.06}, {'133 - 426x240 (240p)': 245.924}, {'134 - 640x360 (360p)': 605.976}, {'135 - 854x480 (480p)': 1112.662}, {'136 - 1280x720 (720p)': 2246.027}, {'137 - 1920x1080 (1080p)': 4196.016}, {'18 - 640x360 (medium)': 734.178}, {'22 - 1280x720 (hd720)': 3.968}]",日野 スーパードルフィン,27452.0
209,Creed,128.0,Tucu8RxIwvc,"[60, 419, 1271, 1393]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 604.927}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 677.866}]",River Inn rafting on Imster schlucht,1413.0
210,,397.0,f0FvbBaXIgk,"[5, 26, 150, 204]","[{'160 - 256x144 (144p)': 114.213}, {'133 - 426x240 (240p)': 249.761}, {'134 - 640x360 (360p)': 630.668}, {'135 - 854x480 (480p)': 1202.69}, {'136 - 1280x720 (720p)': 2247.008}, {'18 - 640x360 (medium)': 738.285}, {'22 - 1280x720 (hd720)': 3.361}]",Review do boneco Sonic da série Super posers =D,62288.0
211,,134.0,VUtmahnh1nM,"[0, 1, 180, 387]","[{'160 - 256x144 (144p)': 110.153}, {'133 - 426x240 (240p)': 247.459}, {'134 - 640x360 (360p)': 610.961}, {'135 - 854x480 (480p)': 1117.353}, {'136 - 1280x720 (720p)': 2235.19}, {'137 - 1920x1080 (1080p)': 4145.203}, {'18 - 640x360 (medium)': 709.138}, {'22 - 1280x720 (hd720)': 2093.939}]",Destiny Best Multiplayer Weapon Upgrade - Super Slide Shotgun!,28143.0
212,,341.0,VVK0cv-q0bE,"[0, 1, 27]","[{'160 - 256x144 (144p)': 122.824}, {'133 - 426x240 (240p)': 330.444}, {'134 - 640x360 (360p)': 606.408}, {'135 - 854x480 (480p)': 1114.227}, {'136 - 1280x720 (720p)': 2212.281}, {'18 - 640x360 (medium)': 567.843}, {'22 - 1280x720 (hd720)': 3.572}]",Minecraft Over-Engineering Ep1: Sand Doors,325196.0
213,,266.0,VZpNs8Ob5XU,"[181, 222, 249]","[{'160 - 256x144 (144p)': 65.614}, {'133 - 426x240 (240p)': 124.965}, {'134 - 640x360 (360p)': 313.686}, {'135 - 854x480 (480p)': 632.42}, {'136 - 1280x720 (720p)': 1207.831}, {'137 - 1920x1080 (1080p)': 2200.925}, {'18 - 640x360 (medium)': 445.378}, {'22 - 1280x720 (hd720)': 819.501}]",Nail Art - Tutoriel Les pierres décoratives dans la technique de résine et poudre ANS,8055.0
214,Eric Clapton,174.0,rr27XLHH6Hk,[269],"[{'160 - 256x144 (144p)': 110.662}, {'133 - 426x240 (240p)': 246.705}, {'134 - 640x360 (360p)': 298.811}, {'135 - 854x480 (480p)': 630.441}, {'136 - 1280x720 (720p)': 1642.817}, {'18 - 640x360 (medium)': 368.078}, {'22 - 1280x720 (hd720)': 1208.164}]",JBL Charge 2 Sound Test,8473.0
215,,197.0,yQkwdH2xPJc,"[2, 44, 46, 109, 145]","[{'160 - 192x144 (144p)': 118.361}, {'133 - 320x240 (240p)': 250.803}, {'18 - 320x240 (small)': 369.599}]","Beechcraft Bonanza Landing in La Paz, Baja",14766.0
216,,239.0,yQSw6ANRjfA,[3],"[{'160 - 256x144 (144p)': 112.103}, {'133 - 426x240 (240p)': 246.707}, {'134 - 640x360 (360p)': 611.466}, {'135 - 854x480 (480p)': 1118.66}, {'136 - 1280x720 (720p)': 2229.663}, {'18 - 640x360 (medium)': 737.274}, {'22 - 1280x720 (hd720)': 2292.966}]",บอย ปกรณ์ ครอบครัวแห่งปี Nine Entertain Awards 2014 - ครอบครัวฉัตรบริรักษ์,11237.0
217,,287.0,yRBlnLXzGsE,"[4, 9, 10, 37, 1951]","[{'134 - 640x360 (360p)': 622.037}, {'136 - 1280x720 (720p)': 2337.941}, {'18 - 480x270 (small)': 641.55}]",Simon Gee - My new PRS !!!!,2050.0
218,,125.0,CORIT_Xa9-E,[12],"[{'160 - 256x144 (144p)': 112.447}, {'133 - 426x240 (240p)': 248.745}, {'134 - 640x360 (360p)': 605.692}, {'135 - 854x480 (480p)': 1128.017}, {'136 - 1280x720 (720p)': 2255.932}, {'137 - 1920x1080 (1080p)': 4177.105}, {'264 - 1920x1080 (1080p)': 6790.56}, {'18 - 640x360 (medium)': 738.417}, {'22 - 1280x720 (hd720)': 2105.041}]",Genoa napoli 0 2 tifo napoletani a fine partita.,8891.0
219,,455.0,CPfMdyr6yxc,[461],"[{'160 - 192x144 (144p)': 116.863}, {'133 - 320x240 (240p)': 270.311}, {'134 - 480x360 (360p)': 605.752}, {'135 - 640x480 (480p)': 1115.004}, {'18 - 480x360 (medium)': 364.894}]",Dujardin-Glory Cash Infinity Retail Solution,4963.0
220,,129.0,8xlw3-_0nS0,[14],"[{'160 - 256x144 (144p)': 113.029}, {'133 - 426x240 (240p)': 249.189}, {'134 - 640x360 (360p)': 556.408}, {'135 - 854x480 (480p)': 1069.423}, {'136 - 1280x720 (720p)': 1887.022}, {'137 - 1920x1080 (1080p)': 3781.959}, {'18 - 640x360 (medium)': 664.931}]","Pienso En Ti - Danny Lyon ""VideoClip Oficial 2013 """,1201.0
221,,188.0,IsgCubwjiEw,"[31, 40, 57, 117]","[{'160 - 192x144 (144p)': 112.741}, {'133 - 320x240 (240p)': 257.595}, {'18 - 320x240 (small)': 356.319}]","como tocar no teclado ""nem pintada de ouro"" (Cristiano Araújo)",2201.0
222,,467.0,s6c7SUVZ0qU,"[0, 1, 5, 301]","[{'160 - 192x144 (144p)': 115.041}, {'133 - 320x240 (240p)': 261.461}, {'134 - 482x360 (360p)': 554.937}, {'135 - 642x480 (480p)': 938.207}, {'136 - 962x720 (720p)': 1566.954}, {'137 - 1444x1080 (1080p)': 2732.847}, {'18 - 482x360 (medium)': 408.922}, {'22 - 962x720 (hd720)': 1011.237}]",[実況]東方サイコー！ミニゲーム盛りだくさん!!ヽ(´▽｀)/,2536.0
223,,389.0,sChHFi9Jek8,"[0, 12]","[{'160 - 176x144 (144p)': 111.462}, {'133 - 294x240 (240p)': 248.94}, {'134 - 440x360 (360p)': 606.525}, {'18 - 440x360 (medium)': 480.234}]",Valencia-Real Madrid 1-5 La Liga 2007/2008,15591.0
224,,130.0,JTYXMjaeNMc,"[0, 1, 357, 372]","[{'160 - 256x144 (144p)': 110.609}, {'133 - 426x240 (240p)': 251.283}, {'134 - 640x360 (360p)': 606.968}, {'135 - 854x480 (480p)': 1112.523}, {'136 - 1280x720 (720p)': 2218.816}, {'18 - 640x360 (medium)': 732.322}, {'22 - 1280x720 (hd720)': 3169.518}]",Skyrim Mods - SUMMON TROLL !,25502.0
225,,130.0,JVAqi47JIIY,"[2, 44, 46, 64, 113, 119, 149, 155, 162, 264, 377]","[{'160 - 180x144 (144p)': 113.614}, {'133 - 300x240 (240p)': 257.198}, {'134 - 450x360 (360p)': 608.578}, {'135 - 600x480 (480p)': 1134.565}, {'18 - 450x360 (medium)': 626.041}]",SU 34 Electric Powered RC model from Depron,5852.0
226,,231.0,8jydqQ_wZVk,"[0, 12]","[{'160 - 192x144 (144p)': 115.159}, {'133 - 192x144 (144p)': 270.303}, {'18 - 192x144 (tiny)': 343.932}]",Manchester United accept £80million from Real Madrid for Cristiano Ronaldo (11.06.09) © Sky News,1428.0
227,Red Hot Chili Peppers,298.0,8n0KSy2MQaA,"[2, 45, 51, 56, 77]","[{'160 - 176x144 (144p)': 112.45}, {'133 - 294x240 (240p)': 249.363}, {'18 - 352x288 (small)': 375.889}]",Selsey Caravan Park,5255.0
228,009 Sound System,251.0,zFARi1oZJYc,"[2, 7, 48, 116, 177, 266, 1683, 2504]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 452.08}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 618.891}]",SUPER EXPENCIVE CARS IN DUBAI,2894.0
229,,298.0,zHJ5YDt6gNg,"[0, 1, 1006, 1598]","[{'160 - 192x144 (144p)': 120.891}, {'133 - 320x240 (240p)': 249.039}, {'134 - 480x360 (360p)': 464.769}, {'135 - 640x480 (480p)': 1103.36}, {'18 - 480x360 (medium)': 415.534}]",Fly with me - Perfect World,115463.0
230,,329.0,zIlg2-80Jt0,"[0, 1, 35]","[{'160 - 256x144 (144p)': 113.21}, {'133 - 426x238 (240p)': 260.843}, {'134 - 640x358 (360p)': 614.831}, {'135 - 854x478 (480p)': 1123.72}, {'18 - 480x270 (small)': 636.704}]",Golden Axe: Beast Rider _ Nivel 3 _ Parte 5-5,1949.0
231,,215.0,zOBR6qfkVV0,"[31, 40, 47, 57, 117]","[{'160 - 192x144 (144p)': 111.163}, {'133 - 320x240 (240p)': 259.193}, {'134 - 480x360 (360p)': 304.56}, {'135 - 640x480 (480p)': 706.995}, {'18 - 480x360 (medium)': 389.428}]",Stephani K One More Chance by Michael Jackson Piano Tutorial,5055.0
232,,325.0,r0GeJGcSzNc,"[603, 1376]","[{'160 - 194x144 (144p)': 113.283}, {'133 - 322x240 (240p)': 246.109}, {'18 - 352x262 (small)': 494.428}]",TERCERA NOVILLADA GUADALAJARA,1155.0
233,,222.0,r1M4Kjpylog,"[15, 1863]","[{'160 - 194x144 (144p)': 115.03}, {'133 - 322x240 (240p)': 249.725}, {'18 - 352x262 (small)': 392.671}]",Colchester Zoo - Jez and 'Big Fella',1801.0
234,Owl City,256.0,KinwgWBDOr4,"[21, 23, 24, 73, 288, 322]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 405.448}, {'135 - 854x480 (DASH video)': 1155.0}, {'18 - 640x360 (medium)': 425.09}]",Hands on with iClassic,9860.0
235,,125.0,Kjz-VHn_tAM,"[0, 1, 19, 460, 1031, 1849]","[{'160 - 256x144 (144p)': 112.296}, {'133 - 426x240 (240p)': 248.494}, {'134 - 640x360 (360p)': 609.302}, {'135 - 854x480 (480p)': 1114.656}, {'136 - 1280x720 (720p)': 2220.604}, {'137 - 1920x1080 (1080p)': 4149.622}, {'18 - 640x360 (medium)': 698.731}, {'22 - 1280x720 (hd720)': 2198.169}]",Maxed Out Lamborghini Veneno.  Asphalt 8 - Season 9,1876.0
236,,331.0,DdQRC7Woeq8,"[43, 60, 101]","[{'160 - 256x144 (144p)': 117.035}, {'133 - 426x240 (240p)': 256.271}, {'134 - 640x360 (360p)': 612.63}, {'135 - 854x480 (480p)': 1107.626}, {'136 - 1280x720 (720p)': 2233.507}, {'137 - 1920x1080 (1080p)': 4197.292}, {'264 - 1920x1080 (1080p)': 6744.512}, {'18 - 640x360 (medium)': 733.938}, {'22 - 1280x720 (hd720)': 2330.328}]",Nymph line control by Jan Siman.m2ts,15264.0
237,,189.0,DeSNxxakd98,"[50, 65, 355, 503, 1060, 1072]","[{'160 - 192x144 (144p)': 110.67}, {'133 - 320x240 (240p)': 247.709}, {'134 - 480x360 (360p)': 489.14}, {'135 - 640x480 (480p)': 1102.988}, {'18 - 480x360 (medium)': 671.832}]",Lace Braid Tutorial,88098.0
238,,423.0,5GIahTMrZuc,"[2, 45, 51, 56, 77, 137]","[{'160 - 256x144 (144p)': 111.796}, {'133 - 426x240 (240p)': 257.666}, {'134 - 640x360 (360p)': 607.778}, {'135 - 854x480 (480p)': 1117.287}, {'136 - 1280x720 (720p)': 2261.018}, {'137 - 1920x1080 (1080p)': 4214.637}, {'18 - 640x360 (medium)': 637.984}, {'22 - 1280x720 (hd720)': 3.801}]",GE U36B Seaboard System,9432.0
239,Finger Eleven,174.0,5MlOik254jE,"[0, 1, 2382]","[{'160 - 192x144 (144p)': 112.809}, {'133 - 320x240 (240p)': 246.816}, {'134 - 480x360 (360p)': 606.524}, {'135 - 640x480 (480p)': 1107.51}, {'18 - 480x360 (medium)': 658.601}]",Midnight Club Los Angels Glitch and Cheat codes(15 Second),188465.0
240,Finger Eleven,174.0,5MlOik254jE,"[5, 49, 80, 265, 328]","[{'160 - 192x144 (144p)': 112.809}, {'133 - 320x240 (240p)': 246.816}, {'134 - 480x360 (360p)': 606.524}, {'135 - 640x480 (480p)': 1107.51}, {'18 - 480x360 (medium)': 658.601}]",Midnight Club Los Angels Glitch and Cheat codes(15 Second),188465.0
241,,166.0,CY78yHv7LaU,[179],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 507.404}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 433.017}, {'22 - 1280x720 (hd720)': 1398.565}]",黃昏天氣節目 - 學術主任劉廸森(09月26日下午6時),1882.0
